province,type_of_dwelling,income,marital_status,age_group,sex,food_expenditure,clothing_expenditure,transportation_expenditure,personal_care_expenditure,recreation_expenditure,tobacco_alcohol_expenditure,miscellaneous_expenditure,total_consumption_expenditure,total_expenditure,weeks_worked
ON,single_detached,40000,other,50-54,male,7700,175,2304,810,960,8380,600,42973,45756,26
ON,apartment,30000,married,35-39,male,7900,840,2400,220,1752,1200,2144,30911,72374,40
ON,apartment,39000,other,35-39,female,3200,542,3604,390,1230,1300,114,22966,29447,52
ON,single_detached,47000,married,30-34,male,15240,3505,4883,1080,9040,845,175,60345,97227,52
ON,row_house,63000,never_married,50-54,female,1660,600,6690,800,1080,0,155,38602,58032,52
ON,apartment,63000,married,50-54,male,6000,710,26633,490,1663,3720,2160,60354,74385,30
ON,single_detached,26000,married,60-64,female,9816,1210,10102,1663,1068,2049,736,50278,58433,48
ON,semi_detached,30000,never_married,55-59,female,6100,470,2516,340,2111,774,144,33953,38004,26
ON,semi_detached,99000,never_married,30-34,male,10950,2740,10210,740,2570,8300,360,69530,97632,52
ON,single_detached,71000,never_married,30-34,male,2100,1000,6475,240,1374,2000,1545,44104,81328,52
ON,single_detached,98000,other,50-54,female,12000,1940,8413,1490,4869,270,255,63030,87722,52
ON,single_detached,74000,married,45-49,male,7250,3127,11900,2770,1643,600,438,64919,93130,52
ON,single_detached,89000,married,55-59,male,9000,3056,6110,1241,6697,1300,580,44290,79441,52
ON,apartment,26000,other,30-34,female,5750,2352,1457,1070,1176,25,300,25999,27638,44
ON,single_detached,61000,married,40-44,male,6920,1890,8363,740,8165,580,596,48280,65195,52
ON,apartment,50000,other,55-59,male,4936,940,14816,290,3931,0,371,41016,51870,52
ON,apartment,24000,married,<25,male,2760,955,3710,616,1802,410,236,23242,27991,51
ON,single_detached,25000,married,45-49,female,11018,1587,2633,1102,2754,150,537,41226,44503,32
ON,semi_detached,42000,never_married,25-29,male,5835,1770,5664,550,1073,4080,1946,40221,48160,32
ON,single_detached,34000,other,50-54,female,2900,315,3257,335,534,1670,700,23927,31538,52
ON,semi_detached,40000,other,45-49,female,8810,2845,10745,2415,4800,400,213,47872,56646,52
ON,single_detached,60000,married,50-54,male,11316,6225,10887,1495,2412,126,332,62337,77673,52
ON,single_detached,37000,married,<25,male,4390,450,7535,390,3346,5600,1045,47802,64217,52
ON,single_detached,36000,other,45-49,female,5920,781,5804,1736,1153,1200,993,40349,62772,52
ON,single_detached,75000,married,50-54,male,3900,1425,11180,835,1351,900,250,46475,64168,52
ON,single_detached,60000,married,50-54,male,8700,1970,6875,1150,1536,650,495,57809,91344,52
ON,single_detached,38000,married,30-34,female,7820,1530,4890,1640,3982,2280,1930,63340,98484,20
ON,single_detached,76000,other,50-54,male,6100,4850,19522,2400,5485,900,750,52319,80272,52
ON,single_detached,49000,married,60-64,female,6700,390,7236,1755,1782,3688,2110,44167,50785,52
ON,single_detached,57000,married,30-34,male,3150,2210,3835,1370,9130,300,385,52865,66896,51
ON,apartment,37000,never_married,30-34,female,2261,2222,2020,578,1000,880,248,21544,30914,52
ON,duplex,49000,other,40-44,female,8290,1570,5546,1200,4318,200,1220,40022,52716,26
ON,single_detached,40000,other,55-59,male,4440,1955,8068,880,3804,500,1610,41015,60827,52
ON,apartment,45000,married,25-29,male,6700,2400,7980,920,3050,280,410,38780,52011,52
ON,row_house,45000,married,55-59,male,13200,5100,1100,1600,3638,4000,635,62391,77862,52
ON,single_detached,35000,married,50-54,female,1100,2300,3553,700,1469,250,695,23942,52917,52
ON,single_detached,45000,married,25-29,male,8180,4450,7078,2250,8400,600,906,67332,83116,52
ON,apartment,37000,other,45-49,female,4200,2360,100,1820,795,1200,1128,32641,39938,52
ON,apartment,32000,married,50-54,female,5950,2880,33914,550,660,100,505,65715,71597,52
ON,single_detached,50000,married,60-64,female,6466,4904,4641,1235,4455,500,1676,54052,64880,40
masked,single_detached,58000,married,25-29,male,4800,4880,24505,1850,2600,4260,216,69352,95507,52
ON,single_detached,72000,married,30-34,female,6500,1075,10748,660,3519,1225,2139,63154,97802,34
ON,semi_detached,70000,other,35-39,male,4900,510,4575,240,2301,1700,175,31245,58506,52
ON,single_detached,67000,married,50-54,male,5020,715,4780,470,1182,450,165,40557,61058,40
ON,apartment,22000,never_married,<25,female,1550,295,2185,330,976,700,435,18339,18846,52
ON,single_detached,45000,never_married,55-59,male,6800,650,8000,385,3627,3200,774,39083,43097,52
ON,single_detached,18000,married,55-59,female,2450,580,5251,560,1462,3100,180,31248,36693,52
ON,single_detached,13000,married,50-54,male,4000,5930,12300,2310,2635,1710,880,60109,64790,52
ON,semi_detached,23000,married,45-49,female,8360,1916,5045,990,1705,2810,1080,42766,58869,20
ON,apartment,32000,other,60-64,male,2750,400,4149,250,909,2284,96,20631,31521,52
ON,single_detached,40000,never_married,40-44,male,7100,1400,9323,150,2366,500,400,30123,42323,52
ON,row_house,46000,never_married,30-34,male,6600,100,5581,475,3482,1590,950,40580,51449,52
ON,single_detached,46000,other,35-39,male,2530,685,5640,215,650,40,1205,28705,35130,52
ON,apartment,37000,other,55-59,female,4190,448,21998,50,2093,2245,60,40615,47905,52
ON,apartment,34000,married,35-39,female,2300,1320,2904,580,180,70,60,19082,28015,52
ON,single_detached,32000,other,55-59,male,2500,410,3674,70,1400,100,30,17454,25804,52
ON,apartment,36000,married,60-64,male,6400,1800,2439,527,360,3380,563,31500,43674,52
ON,duplex,36000,married,60-64,male,10400,2550,7543,1560,1400,0,220,46406,67110,52
ON,duplex,30000,other,45-49,male,2600,1705,2182,222,2364,2760,240,27267,34175,40
ON,single_detached,98000,married,25-29,male,7260,5630,5570,2110,7810,610,780,74099,95633,52
ON,apartment,35000,other,60-64,female,850,550,7874,2920,2087,1705,240,33426,41531,52
ON,apartment,39000,married,<25,female,5660,3710,39028,1720,2232,2600,355,76517,89977,52
ON,single_detached,50000,married,45-49,male,6247,2075,11040,1995,5099,100,1281,59234,77252,52
ON,single_detached,15000,never_married,30-34,male,7850,3740,5965,532,4095,990,200,36136,52916,24
ON,apartment,26000,never_married,30-34,male,1200,760,18145,830,3221,560,310,34021,36178,50
ON,apartment,20000,never_married,30-34,male,12600,1510,15484,330,3390,510,670,62644,63744,52
ON,apartment,71000,other,30-34,male,4450,810,3429,230,3945,138,230,26623,45751,52
ON,single_detached,55000,married,30-34,male,9040,2940,10750,2310,2649,170,670,62180,79110,52
ON,single_detached,33000,other,55-59,female,3000,400,4759,775,909,20,20,16623,25534,52
ON,single_detached,8900,married,<25,female,8500,2845,7118,1465,1883,2800,349,46359,54995,16
ON,row_house,31000,never_married,25-29,female,4300,3500,9548,2525,3390,2800,970,49958,52136,52
ON,single_detached,39000,married,45-49,male,9100,1190,6686,1730,1996,175,1759,53566,83684,40
ON,apartment,15000,never_married,<25,male,251,1558,375,340,3094,950,204,10601,10422,20
ON,single_detached,50000,married,50-54,male,10600,1545,6668,410,4355,650,575,35298,53779,52
ON,single_detached,15000,married,45-49,male,5250,1225,870,1375,400,2640,308,28603,30979,52
ON,single_detached,85000,married,45-49,male,6600,5200,11100,650,2086,1200,1570,54190,81820,52
ON,single_detached,57000,never_married,25-29,male,5300,1000,4584,230,3870,2080,25,30052,43233,52
ON,single_detached,8600,married,35-39,female,6918,1795,9606,828,7930,60,1488,59464,67140,52
ON,single_detached,64000,married,55-59,male,5900,1385,6866,880,2540,1350,1560,38589,63689,32
ON,single_detached,14000,married,45-49,female,8300,3400,9808,1340,1190,2400,1200,54050,80041,28
ON,single_detached,59000,married,30-34,female,11100,2750,29468,1220,1660,2800,1310,78810,82182,40
ON,single_detached,50000,married,50-54,female,5300,2700,6152,670,3319,100,1550,32472,60347,52
ON,single_detached,30000,never_married,<25,male,8880,2110,11824,1225,1772,16450,240,57951,67166,50
ON,single_detached,10000,married,35-39,male,6000,1100,2795,350,1650,200,45,36810,60210,52
ON,single_detached,37000,married,65-69,male,5600,1950,6500,1125,50,1600,200,34400,53002,48
ON,single_detached,20000,married,35-39,female,4100,940,6348,480,875,0,200,21763,28163,52
ON,single_detached,74000,married,40-44,female,5730,1337,13082,1001,4251,1830,761,43513,76444,52
ON,apartment,29000,other,50-54,male,4500,370,4523,115,760,50,150,22652,27327,35
ON,row_house,27000,married,60-64,female,7300,965,3119,647,4633,2816,130,33192,40298,52
ON,single_detached,19000,never_married,35-39,female,4100,600,2214,185,1175,200,144,26848,31238,44
ON,single_detached,45000,married,50-54,male,7000,4450,12558,2010,2795,600,330,56515,87787,52
ON,single_detached,13000,never_married,25-29,male,7800,1205,9190,464,7203,2210,150,54079,52366,16
ON,duplex,93000,never_married,40-44,male,6150,2850,4235,640,3025,1600,2408,49306,90695,44
ON,row_house,20000,married,50-54,female,9700,5760,9480,1850,2506,3600,460,46332,55660,26
ON,single_detached,53000,married,50-54,male,6250,2225,5252,1160,5546,200,2077,50201,79069,52
ON,semi_detached,45000,married,30-34,male,5980,2010,9068,450,2350,0,245,44901,84370,32
ON,apartment,65000,never_married,40-44,male,6020,1050,4914,330,4160,4740,1980,39669,55850,52
ON,single_detached,80000,other,60-64,female,6200,2200,5484,1800,5540,550,1350,44839,73930,52
ON,single_detached,68000,married,45-49,female,6600,3210,7794,1750,3621,500,796,52986,85476,52
ON,single_detached,40000,never_married,30-34,male,6350,1745,11714,950,3355,4900,1320,50173,70871,52
ON,single_detached,26000,married,55-59,female,9800,3784,8186,1255,3056,0,440,53367,79870,50
ON,apartment,42000,other,35-39,male,1300,2060,2713,370,1510,0,223,17502,30922,50
ON,apartment,11000,married,45-49,female,6200,3076,2249,300,650,6000,276,32231,32712,26
ON,single_detached,35000,never_married,45-49,male,3600,1315,3432,460,555,725,655,24765,30715,52
ON,single_detached,14000,married,55-59,female,12400,4800,8055,2350,8100,3010,455,63021,81261,35
ON,single_detached,17000,married,30-34,male,5300,1120,31740,960,1735,20,820,71436,91809,48
ON,apartment,13000,never_married,30-34,female,4120,690,6377,230,202,400,115,18877,19913,35
ON,apartment,36000,married,25-29,male,7000,1790,27260,950,2710,1200,450,59601,59454,20
ON,single_detached,79000,other,55-59,female,5700,2330,3079,1420,4990,1800,920,55708,78507,52
ON,single_detached,74000,married,35-39,female,11940,5440,4644,1655,3447,400,321,53992,77621,52
ON,single_detached,70000,never_married,65-69,female,6000,2515,3850,725,472,835,1220,50404,56285,52
ON,single_detached,38000,other,45-49,female,6490,3950,5281,1170,1971,150,245,32134,42324,52
ON,apartment,14000,never_married,50-54,male,611,585,9655,240,816,2430,120,25940,27753,20
ON,single_detached,64000,other,60-64,female,5276,958,2387,744,1458,0,1574,31085,58324,52
ON,single_detached,43000,other,45-49,female,7000,1330,3883,1880,4372,2570,109,37058,53064,52
ON,single_detached,80000,married,35-39,female,6950,7280,6658,1100,4539,1775,438,59629,95778,52
ON,apartment,65000,never_married,35-39,female,4400,3050,6010,385,4159,730,230,29835,47164,52
ON,duplex,34000,married,25-29,male,6240,745,6592,431,881,864,432,27630,38018,52
ON,duplex,64000,never_married,25-29,male,8560,2833,13780,845,6650,2470,325,61881,98704,52
ON,semi_detached,66000,never_married,<25,male,9100,1430,4660,230,1910,1400,1271,35416,53920,52
ON,row_house,32000,other,40-44,female,4800,1930,3210,460,1420,1470,204,32605,37817,40
ON,apartment,19000,married,50-54,female,6200,1350,3710,1400,2320,570,1350,28420,41012,20
ON,apartment,45000,married,40-44,male,5400,1882,5584,400,1468,2200,230,30212,41576,52
ON,apartment,28000,never_married,35-39,female,3450,584,3183,302,1191,14,888,18774,26886,52
ON,single_detached,25000,married,25-29,female,740,270,3750,507,367,550,551,25954,30412,20
ON,row_house,30000,other,30-34,female,2000,900,21976,470,2003,1060,124,43462,42432,52
ON,semi_detached,13000,never_married,<25,female,4000,1191,275,1075,1355,2660,190,16683,16088,20
ON,single_detached,21000,never_married,30-34,male,2550,50,8230,210,480,50,640,29066,33697,32
ON,apartment,73000,other,60-64,male,1200,595,39517,750,4835,1310,565,67618,85736,52
ON,single_detached,52000,never_married,50-54,male,11450,3125,11979,1570,4176,500,1378,59898,74861,52
ON,single_detached,34000,married,40-44,female,5600,1310,9788,560,1794,3690,225,44845,62347,52
ON,apartment,51000,never_married,40-44,male,2700,450,3652,75,1200,1457,240,26423,44983,44
ON,single_detached,52000,married,35-39,male,9560,3360,6571,935,6292,3720,130,63839,90531,52
ON,single_detached,44000,other,40-44,female,11350,3000,10745,1760,4504,1150,330,57781,66142,52
ON,single_detached,40000,married,35-39,female,6100,1890,6664,890,4394,1360,585,57689,81483,26
ON,single_detached,79000,married,35-39,male,10000,3790,8944,1010,5676,600,1716,66081,95853,52
ON,single_detached,25000,married,55-59,female,8600,1520,11998,230,1374,0,295,43902,50892,52
ON,single_detached,73000,married,45-49,male,4460,2871,11960,660,4365,1140,2700,43525,93683,52
ON,semi_detached,24000,other,50-54,female,6600,500,1000,600,1664,2800,240,27985,27468,16
ON,single_detached,45000,married,50-54,male,7700,2880,19368,1260,2680,900,315,60398,65629,52
ON,single_detached,50000,married,30-34,male,9900,3270,11966,1850,3216,100,35,52714,82610,52
ON,single_detached,56000,married,40-44,male,7000,2085,2025,1180,3528,700,336,44831,65072,52
ON,apartment,48000,never_married,50-54,male,1672,937,7466,230,4095,1200,256,27421,49770,52
ON,apartment,65000,never_married,30-34,female,3600,3705,3478,1350,3760,100,2310,34662,46199,52
ON,apartment,25000,other,60-64,female,3900,3600,8120,1221,1462,50,251,30852,32907,52
ON,single_detached,52000,married,30-34,male,8800,7550,4497,1600,6910,9300,2427,69873,91521,52
ON,apartment,40000,other,55-59,female,9400,1835,4578,670,3592,0,2215,44428,55803,52
ON,semi_detached,52000,never_married,35-39,female,6350,5300,12459,1055,7362,350,705,68136,84839,52
ON,single_detached,73000,other,45-49,female,3010,859,4198,451,1220,520,1008,39644,61289,52
ON,row_house,15000,married,30-34,male,3700,765,325,840,285,500,93,13018,15735,52
ON,single_detached,63000,married,40-44,male,7550,2212,4281,1830,2553,1900,1050,44543,60858,52
ON,single_detached,81000,married,40-44,male,7900,7950,5572,2050,8805,1500,489,54417,82529,52
ON,single_detached,48000,married,55-59,female,7850,3295,11285,1160,2929,260,294,43603,59093,52
ON,single_detached,37000,married,35-39,female,7200,2015,6011,1550,4183,2950,2660,51558,63972,52
ON,single_detached,45000,married,60-64,male,4600,2860,5174,510,1964,600,900,33939,62601,52
ON,single_detached,30000,married,35-39,male,5950,2214,2024,440,4975,4135,955,47157,59957,52
ON,single_detached,71000,never_married,45-49,male,12200,4900,3362,600,6490,920,250,58237,74680,52
ON,single_detached,40000,married,45-49,female,9850,3675,11487,1690,3300,3300,850,66496,85858,52
ON,apartment,20000,married,<25,male,8800,1230,12610,1075,1330,1400,300,42058,55191,26
MB,single_detached,60000,married,35-39,male,6700,3310,5148,2940,3524,4900,1480,47208,67605,52
MB,apartment,28000,never_married,25-29,female,8320,2240,4169,1580,2235,360,1730,33774,38668,24
MB,apartment,40000,never_married,30-34,male,1920,710,650,405,1550,2750,267,18274,33566,52
MB,apartment,39000,never_married,25-29,male,5150,783,13201,785,1575,570,158,33231,42899,52
MB,apartment,24000,never_married,30-34,male,4200,2350,2060,910,740,1450,170,24631,33006,52
MB,apartment,48000,never_married,30-34,male,5500,3390,5298,660,1029,2405,1046,31691,48828,52
MB,apartment,12000,never_married,25-29,male,1100,1042,2798,90,40,100,232,7226,9134,20
MB,apartment,27000,never_married,45-49,male,2400,500,1290,190,600,2660,500,18532,23432,34
MB,apartment,32000,never_married,30-34,male,4600,1023,33348,203,722,160,267,48342,58131,52
MB,apartment,45000,never_married,50-54,male,5800,890,940,620,1380,1200,545,19749,38302,52
MB,semi_detached,25000,married,30-34,male,8675,1640,4041,570,5301,1800,581,41980,57140,41
MB,semi_detached,42000,other,55-59,male,6150,1895,29900,480,5280,15,1250,73119,78171,52
MB,semi_detached,30000,married,35-39,male,10524,380,27591,185,1861,30,100,58186,69250,52
MB,semi_detached,36000,married,40-44,female,12481,1315,7630,1345,7167,2040,652,54391,72233,52
MB,apartment,42000,married,45-49,male,1021,2130,20310,446,805,24,148,37819,44914,52
MB,apartment,22000,other,55-59,male,3700,799,3089,320,1674,140,110,21027,30769,52
MB,apartment,38000,never_married,25-29,female,3400,2980,4005,1940,1810,1500,80,28937,33484,52
MB,apartment,25000,never_married,45-49,male,3530,1640,675,145,2265,4300,60,22890,27880,40
MB,apartment,26000,married,<25,male,10000,2665,20085,500,2030,640,410,55500,67295,46
MB,single_detached,30000,married,45-49,male,12100,2762,8350,2854,4131,445,1969,52997,70249,26
MB,single_detached,36000,married,25-29,male,6200,1530,27460,650,3687,330,300,60067,73755,52
MB,single_detached,43000,never_married,30-34,male,2000,600,3325,136,3630,420,890,22145,36235,52
MB,semi_detached,30000,married,30-34,female,4010,1430,7190,1255,4081,2570,470,37754,59594,52
MB,apartment,41000,never_married,30-34,male,1630,1245,2540,430,2036,340,636,21886,36627,52
MB,apartment,20000,married,35-39,female,8800,1875,9379,1140,1851,150,695,37173,55774,44
MB,apartment,21000,other,45-49,male,2221,474,8782,280,1253,1652,2555,26263,31038,28
MB,single_detached,54000,other,50-54,male,6750,3985,5278,2900,3702,4120,1174,48737,64360,52
MB,apartment,35000,never_married,30-34,female,3125,1915,2205,435,2365,760,201,19298,26579,52
MB,apartment,28000,never_married,25-29,female,1520,635,3476,355,1135,270,580,18177,23240,37
MB,single_detached,88000,married,30-34,male,7425,2890,7960,2860,4816,350,346,62037,97636,52
MB,apartment,17000,never_married,<25,female,3260,681,1550,280,285,140,46,35004,38610,17
MB,apartment,41000,married,<25,male,5400,2025,2060,440,2790,3560,749,32364,42566,40
MB,apartment,20000,other,50-54,female,6100,475,4230,540,2934,505,395,32437,34160,40
MB,duplex,49000,other,40-44,male,4405,460,7418,564,900,8130,686,32276,44673,52
MB,apartment,26000,never_married,30-34,female,3200,965,1050,2854,1000,3910,325,22421,29580,52
MB,single_detached,25000,married,55-59,male,3250,6350,7542,1530,1560,400,2973,38105,53358,52
MB,apartment,52000,married,25-29,male,10500,1850,7070,480,5030,1250,1850,45382,73063,52
MB,single_detached,44000,never_married,45-49,female,1860,656,3361,675,5420,0,1147,28423,42607,52
MB,apartment,51000,never_married,35-39,male,7500,1260,7918,2320,900,400,570,40778,46243,52
MB,apartment,48000,other,50-54,male,2600,360,4432,370,1550,300,540,23392,34473,52
MB,single_detached,55000,other,45-49,male,19780,2825,8934,530,6747,10315,600,73523,94755,52
MB,row_house,21000,married,40-44,female,1121,3195,120,1415,2364,2225,150,27716,74987,38
MB,row_house,52000,married,25-29,male,7240,2450,4195,1400,1285,130,70,36179,58900,40
MB,row_house,49000,married,25-29,male,8000,3075,4190,2000,7062,700,668,46013,70610,45
MB,single_detached,52000,other,45-49,female,6400,4868,2671,1310,3100,2500,190,36498,48306,52
MB,apartment,25000,other,30-34,male,3200,560,1220,760,3850,100,598,18016,28078,52
MB,single_detached,66000,married,60-64,female,7435,735,4404,647,1484,5400,254,31197,47928,41
MB,single_detached,42000,married,30-34,male,10300,3680,5300,1000,2366,1940,360,51811,60619,52
MB,single_detached,50000,never_married,45-49,male,5075,750,4395,650,6260,400,60,26127,42828,52
MB,single_detached,41000,married,35-39,male,6290,954,20760,1279,1872,0,1552,54411,65946,44
MB,single_detached,60000,other,50-54,female,5600,5990,3175,3375,2483,702,265,39186,65565,52
MB,single_detached,80000,other,45-49,female,6750,3400,3325,1430,3300,1350,660,68770,92207,52
MB,single_detached,65000,other,30-34,male,7850,2075,745,999,185,2100,530,41921,66502,52
MB,row_house,45000,other,50-54,female,2800,875,2265,495,1462,0,1010,22631,36206,52
MB,apartment,63000,never_married,25-29,male,6500,1020,3175,550,4690,1000,2198,33315,58694,52
MB,row_house,37000,other,60-64,male,2440,530,3950,100,1475,600,70,20285,25708,52
MB,apartment,33000,other,50-54,female,3900,1950,4220,390,2650,480,276,25063,33043,52
MB,single_detached,51000,other,45-49,female,6500,2520,25417,1150,3274,420,2920,64850,77039,52
MB,single_detached,51000,married,50-54,male,15681,3066,10930,1480,3890,1100,530,57818,71639,52
MB,apartment,17000,married,35-39,female,11000,1310,2065,1382,592,1640,356,26194,27245,26
MB,single_detached,53000,married,<25,male,6880,2340,10234,2530,3854,2960,2790,51992,71091,52
MB,single_detached,36000,married,60-64,male,6200,2340,10016,780,3145,900,280,36750,57242,22
MB,single_detached,62000,married,25-29,male,4050,1700,6430,685,2187,3205,100,41515,66614,52
MB,single_detached,9300,married,25-29,male,2500,2640,3432,90,4080,40,407,23254,24604,28
MB,single_detached,30000,married,60-64,male,11400,6250,10646,2100,2883,1300,624,51159,76178,52
MB,single_detached,77000,married,30-34,female,7930,3705,7300,900,3260,1700,2320,49796,86559,52
MB,duplex,24000,never_married,25-29,male,7000,4910,1980,800,4010,6560,356,44931,53005,52
masked,single_detached,24000,married,40-44,female,3860,1900,3852,820,1677,200,862,26818,42933,52
MB,single_detached,88000,married,55-59,male,7200,6405,8420,985,2455,50,2600,51530,83773,52
MB,single_detached,36000,married,30-34,female,8100,2185,6420,1430,4590,300,1180,52141,70595,52
MB,single_detached,55000,married,45-49,male,8340,4200,8590,980,5454,200,1132,56043,80985,26
MB,single_detached,51000,married,40-44,male,10950,7050,6360,2400,9705,1500,341,76174,98674,36
MB,apartment,7300,married,30-34,female,5100,600,3580,280,900,0,120,25438,26418,16
MB,apartment,4500,never_married,25-29,female,4480,2325,4110,870,820,680,102,31146,30455,39
MB,single_detached,41000,married,40-44,female,9640,2875,620,1100,3466,1140,893,34317,55461,52
MB,apartment,32000,other,60-64,female,2500,7090,18400,780,662,0,340,41129,48229,52
MB,apartment,26000,married,30-34,male,5500,2067,6580,1402,2415,60,1445,34264,40932,52
MB,apartment,22000,married,30-34,female,6600,2870,460,675,1833,190,440,26435,40308,52
MB,single_detached,48000,other,40-44,female,7440,3592,10250,1435,6954,400,2061,68394,81532,52
MB,single_detached,50000,married,45-49,male,5800,2949,3140,1100,1620,300,335,34444,66383,48
MB,single_detached,48000,married,55-59,male,7340,2290,30732,835,4110,0,1616,62443,83960,52
MB,duplex,14000,never_married,25-29,male,3000,1400,18900,365,1425,0,133,42479,47679,16
MB,single_detached,30000,other,30-34,female,5960,2635,12950,965,5498,1525,453,59425,83795,52
MB,single_detached,48000,married,60-64,male,17200,1181,10734,1065,2285,1440,1921,51262,75754,52
MB,row_house,35000,married,50-54,male,6200,1650,2785,1125,1005,0,360,26088,32920,52
MB,row_house,27000,married,45-49,male,5600,1030,2620,1405,795,60,170,26145,28036,52
MB,row_house,38000,married,40-44,male,7250,2910,3034,2660,1425,150,395,32670,45000,52
MB,row_house,33000,married,45-49,male,5220,3045,4235,2225,1430,0,340,30473,36953,52
MB,apartment,50000,married,35-39,male,5040,7210,22450,2540,4234,1160,640,57072,76170,52
MB,row_house,33000,married,35-39,male,5235,1540,2570,885,1230,0,290,24245,28533,52
MB,semi_detached,40000,married,40-44,male,5100,1700,5762,950,3430,50,1103,34293,42608,52
MB,single_detached,27000,married,30-34,male,7750,5050,10090,2410,2605,2015,2860,67750,87540,16
MB,single_detached,43000,married,40-44,female,4420,2290,26614,1520,6629,500,1812,58491,93494,52
MB,single_detached,79000,married,50-54,female,10700,3455,8357,760,2323,50,1772,44454,79161,52
MB,single_detached,42000,married,30-34,male,7630,2150,8030,770,2030,60,184,38969,55777,52
MB,single_detached,41000,married,45-49,male,10750,4035,6710,936,2042,0,168,41987,60527,52
MB,single_detached,78000,never_married,50-54,female,6370,1590,4617,551,5725,3650,1912,46559,62381,52
MB,single_detached,42000,married,60-64,male,5800,2790,4012,2076,1049,8090,2000,48346,65524,52
MB,single_detached,41000,married,30-34,male,8900,3470,29392,1105,2100,100,1087,74613,89600,34
MB,apartment,24000,married,40-44,male,5750,3430,3630,820,830,200,519,29945,41503,52
MB,apartment,45000,married,35-39,male,6100,4800,5697,432,7093,60,483,35593,51287,52
MB,duplex,36000,married,30-34,male,5580,6325,100,3350,3185,1000,1866,46569,59952,52
MB,apartment,37000,married,30-34,female,4700,1250,4316,1250,4420,0,1300,30251,42528,52
MB,single_detached,67000,married,65-69,male,16640,2800,4282,2460,2207,2600,1870,61629,89597,52
MB,apartment,51000,never_married,35-39,female,2900,680,3209,355,995,0,30,18984,32313,52
MB,single_detached,39000,married,30-34,male,8500,1910,6923,1930,4683,605,186,63085,84060,52
MB,single_detached,37000,married,30-34,female,8800,1255,5651,1325,3900,600,1125,49779,68903,52
MB,single_detached,30000,married,40-44,male,8000,1970,3190,1350,9580,4200,510,54074,65343,52
MB,single_detached,72000,married,45-49,male,8250,1935,7242,1330,2090,940,795,52166,75538,52
MB,single_detached,79000,other,60-64,female,9960,4500,20643,545,2430,280,820,65074,89189,52
MB,single_detached,37000,other,45-49,female,2650,1400,3970,1650,3794,600,2400,36158,42393,35
MB,single_detached,38000,never_married,40-44,male,5760,415,2625,170,2438,1920,185,29195,38955,52
MB,single_detached,65000,married,35-39,male,9300,1531,5985,985,4650,440,1842,56208,92761,52
MB,single_detached,64000,married,40-44,male,6500,4050,4630,770,4940,300,700,44667,95487,52
MB,apartment,35000,never_married,60-64,male,4050,500,2870,335,755,0,100,19794,32985,52
MB,single_detached,50000,married,45-49,male,11000,400,5200,180,277,4600,30,60980,78230,52
MB,single_detached,93000,married,40-44,male,9500,1275,7106,1162,7240,500,359,42073,80204,52
MB,single_detached,35000,never_married,<25,female,3800,3550,4230,640,3019,850,456,33889,41808,52
MB,apartment,28000,married,40-44,male,5400,2755,6400,495,2541,1130,1540,35610,40485,52
MB,apartment,54000,married,35-39,male,2400,1780,9112,1180,1844,0,230,35722,46540,47
MB,single_detached,80000,never_married,40-44,male,4500,800,3205,340,1260,1250,985,42875,68939,52
MB,single_detached,46000,other,40-44,male,1820,610,8644,480,1358,600,250,33871,47088,52
MB,semi_detached,46000,married,55-59,male,10800,1415,6325,1670,5890,3600,1315,47561,58001,52
MB,single_detached,43000,other,45-49,female,9335,7255,9329,2697,3686,2385,670,57659,84055,52
MB,single_detached,27000,never_married,25-29,female,1820,1710,3218,2140,4728,500,287,25155,32390,52
MB,semi_detached,48000,other,45-49,female,3300,5270,5248,2100,335,200,1887,38828,65342,52
MB,single_detached,65000,married,30-34,male,9950,1963,8600,2581,5923,620,1555,58325,76106,52
MB,single_detached,34000,married,25-29,female,9100,5250,15550,825,1260,2600,220,47402,56644,52
MB,row_house,31000,other,55-59,female,4560,3485,3720,1350,2246,980,556,31788,37753,52
MB,apartment,56000,other,50-54,female,4250,3465,3850,1120,3285,870,1062,33896,61498,52
MB,row_house,12000,never_married,<25,female,2230,316,769,265,380,45,15,11438,12191,16
MB,row_house,21000,never_married,25-29,male,1790,200,2176,95,1660,50,331,17617,20929,31
MB,row_house,15000,never_married,<25,male,660,4100,4931,1390,4952,0,990,38476,44297,17
MB,apartment,67000,other,45-49,male,800,740,65,60,1013,3160,380,15190,54439,52
MB,single_detached,35000,married,45-49,female,9620,2700,6238,2000,6411,50,75,49248,58954,52
MB,single_detached,86000,married,50-54,male,7600,3088,5375,1750,4492,660,500,35787,76328,52
MB,apartment,20000,never_married,55-59,male,2220,40,3430,150,3528,0,120,21947,27109,52
MB,apartment,35000,married,25-29,male,4800,3085,300,1610,3147,80,810,27295,32145,52
MB,apartment,40000,other,45-49,female,3750,986,3210,850,3303,2480,298,24833,29505,52
MB,single_detached,9600,other,45-49,female,2520,40,1515,240,788,100,60,16372,16867,52
MB,single_detached,25000,never_married,30-34,male,4400,1590,8810,1380,1430,2100,170,33050,38765,52
MB,single_detached,32000,married,<25,female,3552,1145,13618,1025,4322,1175,1548,52136,86331,52
MB,single_detached,34000,married,60-64,female,9350,1460,24098,1422,1310,900,608,68849,81175,48
MB,single_detached,78000,other,65-69,male,6380,705,11450,270,1700,1950,303,41423,69680,52
